"ScientificName","FBname","order_name","family_nam","DemersPelag","code","Vulnerability","Resilience","Length","LongevityWild","web_redlist","web_fishbase","CommonName","MarkRecapt_tags","MarkRecapt_mean","MarkRecapt_sd","passive_tags","passive_mean","passive_sd","satellite_tags","satellite_mean","satellite_sd"
"Squalus acutirostris",NA,"Squaliformes","Squalidae",NA,"DD",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/195486/0","http://www.fishbase.org/summary/Squalus-acutirostris.html","Chinese longnose dogfish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus albifrons","Eastern highfin spurdog","Squaliformes","Squalidae","pelagic-oceanic","DD",58.82,"Low",74,NA,"http://www.iucnredlist.org/details/classify/42723/0","http://www.fishbase.org/summary/Squalus-albifrons.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus altipinnis","Western highfin spurdog","Squaliformes","Squalidae","pelagic-oceanic","DD",48.81,"Medium",58.9,NA,"http://www.iucnredlist.org/details/classify/158616/0","http://www.fishbase.org/summary/Squalus-altipinnis.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus blainville","Longnose spurdog","Squaliformes","Squalidae","demersal","DD",69.77,"Very low",100,NA,"http://www.iucnredlist.org/details/classify/161536/0","http://www.fishbase.org/summary/Squalus-blainville.html","Irsh, Malka kuceska akula, Agullat xato, Blainvilles pighaj, Blainvilles doornhaai, Blainville-Dornhai, Blainvilles Dornhaai, Blainvilles Dornhai, Langnasen-Dornhai, Grisokentroni, Grozokentroni, Kocalas, Longnose spurdog, Bigeye dogfish, Blainville's dogfish, Dogfish, Long-nose spurdog, Longnose dogshark, Galludo, Pinchuo, Nokkapiikkihai, Squalus blainville, Aiguillat coq, Aiguillat galludo, Aiguillat galudo, Aiguillat-coq, Kotsan caton, Qozan mazuz, Kostelj, Kostilj, Spinarolo, Spinarolo bruno, Hiretakatsunozame, Mazzola tax-xewka, Mazzola biz-xewka, Tax-xewka, Ujatu, Galhudo, Ferranho, Galhudo-cubano, Malaya kucheshka akula, Peshkagen dy gjilperesh, Peshkaqeni dyshtizash, Pas kostelj, Kostilj, Kostily, Galludohaj, Nguindagne, Thiour",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus brevirostris",NA,"Squaliformes","Squalidae","demersal","DD",51.88,"Medium",60,NA,"http://www.iucnredlist.org/details/classify/161438/0","http://www.fishbase.org/summary/Squalus-brevirostris.html","Duan wen jiao sha, Shortnose dogfish, Japanese shortnose spurdog, Tsumari-tsuno-zame, Mo-jo-ri-sang-o, Japanse kortsnuitdoornhaai, Kortsnuitdoornhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus bucephalus","Bighead spurdog","Squaliformes","Squalidae","pelagic-oceanic","DD",59.99,"Low",90,NA,"http://www.iucnredlist.org/details/classify/161703/0","http://www.fishbase.org/summary/Squalus-bucephalus.html","Fatspine spurdog, Bighead spurdog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus chloroculus","Greeneye spurdog","Squaliformes","Squalidae","bathydemersal","NT",59.68,"Low",85.6,NA,"http://www.iucnredlist.org/details/classify/161360/0","http://www.fishbase.org/summary/Squalus-chloroculus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus crassispinus","Fatspine spurdog","Squaliformes","Squalidae","pelagic-oceanic","DD",51.74,"Medium",47.6,NA,"http://www.iucnredlist.org/details/classify/42725/0","http://www.fishbase.org/summary/Squalus-crassispinus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus cubensis","Cuban dogfish","Squaliformes","Squalidae","demersal","DD",67.69,"Very low",110,NA,"http://www.iucnredlist.org/details/classify/61416/0","http://www.fishbase.org/summary/Squalus-cubensis.html","Cubansk pighaj, Cuban dogfish, Puppyshark dogfish, Parra, Galludo, Galludo cubano, Spinoso, Aiguillat cubain, Cubaanse doornhaai, Cubansk pigghaj, Kubansk pigghaj",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus edmundsi","Edmund's spurdog","Squaliformes","Squalidae","pelagic-oceanic","NT",61.1,"Low",70,NA,"http://www.iucnredlist.org/details/classify/158617/0","http://www.fishbase.org/summary/Squalus-edmundsi.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus grahami","Eastern longnose spurdog","Squaliformes","Squalidae","pelagic-oceanic","NT",55.75,"Low",60.2,NA,"http://www.iucnredlist.org/details/classify/42727/0","http://www.fishbase.org/summary/Squalus-grahami.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus griffini","Northern spiny dogfish","Squaliformes","Squalidae","bathydemersal","LC",65.78,"Very low",89.9,NA,"http://www.iucnredlist.org/details/classify/195487/0","http://www.fishbase.org/summary/Squalus-griffini.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus hemipinnis","Indonesian shortsnout spurdog","Squaliformes","Squalidae","benthopelagic","NT",57.63,"Low",52.2,NA,"http://www.iucnredlist.org/details/classify/161410/0","http://www.fishbase.org/summary/Squalus-hemipinnis.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus japonicus","Japanese spurdog","Squaliformes","Squalidae","bathydemersal","DD",61,"Low",91,NA,"http://www.iucnredlist.org/details/classify/161433/0","http://www.fishbase.org/summary/Squalus-japonicus.html","Japansk pighaj, shortspine spurdog, Japanese spurdog, Galludo japones, Aiguillat togari, Togari-tsunozame, To-dom-bal-sang-o, Yu jereh, Yu duri pasir, Japanse doornhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus lalannei",NA,"Squaliformes","Squalidae","bathydemersal","DD",57.46,"Low",61.5,NA,"http://www.iucnredlist.org/details/classify/161668/0","http://www.fishbase.org/summary/Squalus-lalannei.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus megalops","Shortnose spurdog","Squaliformes","Squalidae","bathydemersal","DD",68.14,"Very low",72,32,"http://www.iucnredlist.org/details/classify/41859/0","http://www.fishbase.org/summary/Squalus-megalops.html","Stompneus-penhaai, Duan wen jiao sha, Ostroun Probatovuv, Kortsnudet pighaj, Kurznasen-Dornhai, Greeneye, Bluntnose spiny dogfish, Cosmopolitan spurdog, Dogfish, Dogshark, Piked dogfish, Piked spurdog, Short-nose spurdog, Shortnose dogfish, Shortnose spiny dogfish, Skittle dog, Skittle dogfish, Spiked dogfish, Spikey, Spikey dog, Spikey dogfish, Spiny dogfish, Spiny dogshark, Spurdog, Tasmanian dogfish, shortnose spurdog, Galludo, Galludo chato, Galludo nato, Pinchudo, Aiguillat nez court, Requin aiguillat, Requin trois piquants, Spinarolo muso corto, Tsumari-tsuno zame, Tsumari-tsuno-zame, Mo-jo-ri-sang-o, Yu jereh, Yu duri, Yu duri pasir, Yu-duri pasir, Japanse kortsnuitdoornhaai, Kortsnuit doornhaai, Kortsnuitdoornhaai, Cacao-bagre, Galhudo de focinho curto, Galhudo-de-focinho-curto, Quelme liso, Kortnosad pigghaj, Chalarm Maew",4,5.183383307,7.800320814,NA,NA,NA,NA,NA,NA
"Squalus melanurus","Blacktailed spurdog","Squaliformes","Squalidae","bathydemersal","LC",58.83,"Very low",NA,NA,"http://www.iucnredlist.org/details/classify/41860/0","http://www.fishbase.org/summary/Squalus-melanurus.html","Sorthalet pighaj, Blacktail spurdog, blacktailed spurdog, Galludo cola negra, Zwartstaartdoornhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus mitsukurii","Shortspine spurdog","Squaliformes","Squalidae","benthopelagic","DD",61.05,"Very low",89.8,NA,"http://www.iucnredlist.org/details/classify/41877/0","http://www.fishbase.org/summary/Squalus-mitsukurii.html","Langneus-penhaai, Kortpigget pighaj, Dogfish, Blainvilles dogfish, Green-eye spurdog, Green-eyed dogfish, Greeneye, Greeneye dogfish, Greeneye spurdog, Grey spiny dogfish, Longnose spiny dogfish, Northern dogfish, Northern spiny dogfish, Spikey dogfish, Spiny dogfish, shortspine dogfish, shortspine spurdog, Galludo espinilla, Galludo, Lyhytpiikkihai, Mano, Futo-tsunozame, Koinga, Pioke, Kortstekeldoornhaai, Quelme mitsukuri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus montalbani","Indonesian greeneye spurdog","Squaliformes","Squalidae","bathydemersal","VU",61.95,"Low",84,NA,"http://www.iucnredlist.org/details/classify/161404/0","http://www.fishbase.org/summary/Squalus-montalbani.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus nasutus","Western longnose spurdog","Squaliformes","Squalidae","pelagic-oceanic","DD",48.14,"Medium",49.9,NA,"http://www.iucnredlist.org/details/classify/42726/0","http://www.fishbase.org/summary/Squalus-nasutus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus notocaudatus","Bartail spurdog","Squaliformes","Squalidae","pelagic-oceanic","DD",51.35,"Low",61.9,NA,"http://www.iucnredlist.org/details/classify/42722/0","http://www.fishbase.org/summary/Squalus-notocaudatus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus rancureli","Cyrano spurdog","Squaliformes","Squalidae","bathydemersal","NT",58.81,"Very low",NA,NA,"http://www.iucnredlist.org/details/classify/41861/0","http://www.fishbase.org/summary/Squalus-rancureli.html","Cyrano-pighaj, cyrano spurdog, Galludo cirano, Aiguillat cyrano, Rancurel's doornhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squalus raoulensis","Kermadec spiny dogfish","Squaliformes","Squalidae","pelagic-oceanic","LC",55.69,"Low",68.1,NA,"http://www.iucnredlist.org/details/classify/161469/0","http://www.fishbase.org/summary/Squalus-raoulensis.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina aculeata","Sawback angelshark","Squatiniformes","Squatinidae","demersal","CR",74.96,"Low",188,NA,"http://www.iucnredlist.org/details/classify/61417/0","http://www.fishbase.org/summary/Squatina-aculeata.html","Engelhaai, Savrygget havengel, Akanthorina, Sawback angel shark, Spiny angelshark, monkfish, sawback angelshark, Angelote espinudo, Angelote espinoso, Ruskomerienkeli, Requin, Squatina aculeata, Squadrolino, Gestekelde zee-engel, Anjo-espinhoso, Peixe-anjo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina africana","African angelshark","Squatiniformes","Squatinidae","demersal","DD",55.43,"Very low",80,NA,"http://www.iucnredlist.org/details/classify/44996/0","http://www.fishbase.org/summary/Squatina-africana.html","Afrikansk havengel, African angelshark, African angel shark, Angelote africano, Squatina africana, Ange de mer africain, Ange de mere africain, Violon, Afrikaanse zee-engel, Anjo africano, Anjo-do-leste-africano",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina albipunctata","Eastern Angel Shark","Squatiniformes","Squatinidae","benthopelagic","VU",50.84,"Medium",98.5,NA,"http://www.iucnredlist.org/details/classify/42729/0","http://www.fishbase.org/summary/Squatina-albipunctata.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina argentina","Argentine angelshark","Squatiniformes","Squatinidae","demersal","EN",73.05,"Very low",170,NA,"http://www.iucnredlist.org/details/classify/39329/0","http://www.fishbase.org/summary/Squatina-argentina.html","Argentinsk havengel, Argentine angelshark, Argentine angel shark, Argentine angelfish, Longfin angel shark, longfin angelshark, Angelote argentino, Angelito, Angelote, Squatina argentina, Ange de mer argentin, Argentijnse zee-engel, Anjo, Anjo-do-mar, Peixe-anjo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina armata",NA,"Squatiniformes","Squatinidae","demersal","DD",74.51,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/44571/0","http://www.fishbase.org/summary/Squatina-armata.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina australis","Australian angelshark","Squatiniformes","Squatinidae","demersal","LC",71.35,"Low",152,NA,"http://www.iucnredlist.org/details/classify/41862/0","http://www.fishbase.org/summary/Squatina-australis.html","Australsk havengel, Australian angelshark, Angel shark, Angelshark, Australian angel shark, Australian angelfish, monkfish, Angelote australiano, Squatina australis, Ange de mer australien, Australische zee-engel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina californica","Pacific angelshark","Squatiniformes","Squatinidae","demersal","NT",64.94,"Very low",152,35,"http://www.iucnredlist.org/details/classify/39328/0","http://www.fishbase.org/summary/Squatina-californica.html","Stillehavshavengel, Pazifischer Meerengel, Pacific angelshark, Angel shark, Pacific angel shark, Shark, Angelote, Kirjomerienkeli, Kalifornianmerienkeli, Squatina californica, Ange de mer du Pacifique, Pacifische zee-engel, Californisk havengel, Raszpla kalifornijska",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina dumeril","Atlantic angel shark","Squatiniformes","Squatinidae","demersal","DD",71.04,"Low",152,NA,"http://www.iucnredlist.org/details/classify/60248/0","http://www.fishbase.org/summary/Squatina-dumeril.html","Atlantic angel shark, Angel shark, Atlantic angelshark, monkfish, sand devil, Tiburon angel, Atlantinmerienkeli, Squatina dumeril, Ange de l'Atlantique, Ange de mer de sable, Zandduivel, Ryna",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina formosa","Taiwan angleshark","Squatiniformes","Squatinidae","bathydemersal","EN",37.72,"Low",55.4,NA,"http://www.iucnredlist.org/details/classify/161456/0","http://www.fishbase.org/summary/Squatina-formosa.html","Taiwan-havengel, Taiwan angelfish, Taiwan angel shark, Taiwan angelshark, Taiwan angleshark, Taiwan-korozame, Tiawan angelfish, Angelote de Taiwan, Squatina formosa, Ange de mer moinillon, Taiwanese zee-engel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina guggenheim","Angular angel shark","Squatiniformes","Squatinidae","demersal","EN",64.56,"Very low",129,NA,"http://www.iucnredlist.org/details/classify/39330/0","http://www.fishbase.org/summary/Squatina-guggenheim.html","Angular angel shark, Argentine angelshark, Hidden angelshark, Spiny angel shark, Angelito, Gebogen zee-engel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina japonica","Japanese angelshark","Squatiniformes","Squatinidae","demersal","VU",76.5,"Low",200,NA,"http://www.iucnredlist.org/details/classify/161558/0","http://www.fishbase.org/summary/Squatina-japonica.html","Japansk havengel, Japanese angelfish, Change angel shark, Change canopy shark, Japanese angel shark, Japanese angelshark, Japanese monkfish, Squatina japonica, Ange de mer Kasuzame, Kasuzame, Japanse zee-engel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina legnota","Indonesian Angel Shark","Squatiniformes","Squatinidae","benthopelagic","DD",65.15,"Low",134.1,NA,"http://www.iucnredlist.org/details/classify/161638/0","http://www.fishbase.org/summary/Squatina-legnota.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina nebulosa","Clouded angelshark","Squatiniformes","Squatinidae","demersal","VU",73.55,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/161325/0","http://www.fishbase.org/summary/Squatina-nebulosa.html","Marmoreret havengel, Engelhai, Meerengel, Clouded angel shark, Angel ray, Black angel shark, Japanese angel shark, clouded angelshark, Angelote, Angelote nebuloso, Squatina nebulosa, Ange de mer, Korozame, Nevelzee-engel, Skwatina japonska",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina oculata","Smoothback angelshark","Squatiniformes","Squatinidae","demersal","CR",72.94,"Low",160,NA,"http://www.iucnredlist.org/details/classify/61418/0","http://www.fishbase.org/summary/Squatina-oculata.html","Engelhaai, Glatrygget havengel, Augenfleck-Meerengel, Gefleckter Engelhai, Glatter Engelhai, Matorina, Rina, Smoothback angel shark, Smooth-back angelshark, monk fish, monkfish, smoothback angelshark, Guitarra, Angelote, Pez angel, Ange de mer de bonaparte, Ange de mer jaune, Squadro pelle rossa, Xkatlu, Xkatlu ta' l-ghajnejn, Gevlekte zee-engel, Peixe-anjo, Anjo-de-malhas, Skadhine, skadhina, Keler baligi, Meumeugner, Mbengue",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina pseudocellata","Western Angel Shark","Squatiniformes","Squatinidae","benthopelagic","DD",40.16,"Medium",75.1,NA,"http://www.iucnredlist.org/details/classify/42728/0","http://www.fishbase.org/summary/Squatina-pseudocellata.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina punctata",NA,"Squatiniformes","Squatinidae","demersal","EN",50.43,"Very low",87,NA,"http://www.iucnredlist.org/details/classify/63150/0","http://www.fishbase.org/summary/Squatina-punctata.html","Angel shark, Angular angelshark",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina squatina","Angelshark","Squatiniformes","Squatinidae","demersal","CR",84.61,"Very low",183,NA,"http://www.iucnredlist.org/details/classify/39332/0","http://www.fishbase.org/summary/Squatina-squatina.html","Sfen, Sfinn, Shekatli, bret eal, Pesciu anghiulu, Sguerru, Squadru, maelgi, Havengel, Munkefisk, Chagrin, Engelhai, Gemeiner Meerengel, Gemeiner Meerengelm, Meerengel, Angelos, Anghelosrina, Lyra, Rina, monkfish, Angel, Angel fiddle fish, Angel puffy fish, Angel ray, Angel shark, Angelfish, Angelshark, Escat jueu, Monk, fiddle fish, puppy-fish, shagreen, Angel, Angelino, Angelot, Angelote, Escat, Guitarra, Mennejuela, Mermejuela, Pardon, Pez angel, Vexigall, Villano, Zabalera, Merienkeli, Ange de mer commun, Ange, Ange de mer, Angel, Angelot, Antjou, Boudroie, Bourgeois, Bourget, Bourget peisange, L'anelot, L'ange, Martrame, Mordacle, Peau de chagrin, Requin-raie, Squatine occelee, Mak'akh, Mal'ah, Sklat, Razopas, Sklat sivac, Pesce angelo, Angelo, Angelo di mare, Angeo, Anzolo, Cenericu, Pesce squadro, Pesciu angiou, Pisci squadru, Sagrin, Squadre, Squadre 'e rena, Squadro, Squadro pelle nera, Squadru, Squadru lisciu, Squadru monicu, Squaena, Squalena, Squalo angelo, Kasuzame, Korozame, Same yasuri, Xkatlu, Xkatlu komuni, Zee-engel, Zeeduivel, Havengel, Aniol morski a. raszpia, Aniol morski, Raszpia, Ryna, Skwat, Anjo, Cacao-anjo, Peixe anjo, Yevropeisky morskoi angel, Skadhine, Skadhine e bute, skadhina, Sklat, Keler, Keler baligi, Lekelikeler baligi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina tergocellata","Ornate angelshark","Squatiniformes","Squatinidae","bathydemersal","LC",62.05,"Low",100,NA,"http://www.iucnredlist.org/details/classify/41863/0","http://www.fishbase.org/summary/Squatina-tergocellata.html","Pyntet havengel, Ornate angel shark, Angel shark, Archbishop, Large-spotted angel shark, Spotted angel shark, ornate angelshark, Angelote ornamentado, Ornate angel shark, Squatina tergocellata, Ange de mer bourgeois, Sierlijke zee-engel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Squatina tergocellatoides","Ocellated angelshark","Squatiniformes","Squatinidae","demersal","VU",38.84,"Low",63,NA,"http://www.iucnredlist.org/details/classify/161525/0","http://www.fishbase.org/summary/Squatina-tergocellatoides.html","Ocellated angel shark, ocellated angelshark, Angelote ocelado, Squatina tergocellatoides, Ange de mer dandy, Yu leper, Yu-pari, Oogvlekzee-engel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stegostoma fasciatum","Zebra shark","Orectolobiformes","Stegostomidae","reef-associated","VU",77.37,"Low",354,NA,"http://www.iucnredlist.org/details/classify/41878/0","http://www.fishbase.org/summary/Stegostoma-fasciatum.html","Sebrahaai, Thalab al bahar, baglul, Stillehavs-zebrahaj, Zebrahaj, Pazifischer zebrahai, Leopardenhai, Zebrahai, zebra shark, Catshark, Catshark, Leopard shark, Leopard or Zebra Shark, Leopard shark, Nurse shark, Squalo striato, Variegated shark, hark with tiger-like spots, monkey-mouth, sea tiger, tiger shark, Kooseh-e-Goor-e-khari, Seeprahai, qio koba, requin zebre, Requin tigre, Magara, Musia, Shinawala, Shinvala, Squalo striato, Torafuzame, Torafu zame, Hiu belimbing, Chlarm, Chkuot, Ntsaka, Andranginta, Miroro, Zebra sravu, Poochasurav, Mushi, Shinavla, Shinvala, Yu kebut, Cucut poto, Cucut tekeh, Lau hor suar, Yu chechak, Yu chechok, Yu cicak, Yu rimau, Yu tokeh, Yu tokek, Zebrahaai, Rekin brodaty, Mangra, Moemoeao, Ta'aneva, Farluuq shabeellow, Sebrahaj, Corungum sorrah, Coruhgun-sorrah, Komarasi-sorrah, Komrasi, Korangum sorrah, Pollee makum, Potrava, corungun sorrah, oorookoolti sorrah, Corootoolti-sorrah, Komarasi, Komrasi, Orookoolti-sorrah, Pollee makum, Pollee-makum, Potrava, kongarasi, Chalarm-sue-dao, chilarm seour, seaur talai, Pating, Butanding, Talakitiki, Zebra kopekbaligi",NA,NA,NA,11,332.5020207,382.5934726,NA,NA,NA
"Sutorectus tentaculatus","Cobbler wobbegong","Orectolobiformes","Orectolobidae","reef-associated","LC",50.86,"Low",92,NA,"http://www.iucnredlist.org/details/classify/41864/0","http://www.fishbase.org/summary/Sutorectus-tentaculatus.html","Kobberwobbegong, Warzen-Teppichhai, Teppichhai, Cobbler carpet shark, Sombre carpet shark, cobbler shark, cobbler wobbegong, tapicero zapatudo, Okapartahai, requin-tapis cordonnier, Schoenlappersbakerhaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sympterygia acuta","Bignose fanskate","Rajiformes","Arhynchobatidae","demersal","VU",82.51,"Low",149.5,NA,"http://www.iucnredlist.org/details/classify/44642/0","http://www.fishbase.org/summary/Sympterygia-acuta.html","Bignose fanskate, Ray, Raya, Grootsnuitpauwrog, Raia, Arraia-emplastro, Raia-emplasto, Raia-emplastro, Raia-santa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sympterygia bonapartii","Smallnose fanskate","Rajiformes","Arhynchobatidae","demersal","DD",65.25,"Low",63,NA,"http://www.iucnredlist.org/details/classify/44597/0","http://www.fishbase.org/summary/Sympterygia-bonapartii.html","Smallnose fanskate, Ray, Raya marmorada, Raya, Kleinsnuitpauwrog, Raia-emplastro, Arraia, Raia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sympterygia brevicaudata","Shorttail fanskate","Rajiformes","Arhynchobatidae","demersal","DD",34.85,"Low",38,NA,"http://www.iucnredlist.org/details/classify/44596/0","http://www.fishbase.org/summary/Sympterygia-brevicaudata.html","Shorttail fanskate, Pacific skate, Prickled skate, Spotted skate, fanskate, shorttail skate, Raya espinosa, Chilca skate, Chunchito, Chuncho, Pastelillo, Raya, Raya costera del norte, Raya serrucho, Spine skate",NA,NA,NA,NA,NA,NA,NA,NA,NA
